entity_id,state,last_changed
sensor.ivy_charge_cycles,2.52,2026-08-01T21:03:56.678Z
sensor.ivy_charge_cycles,2.53,2026-08-01T21:04:58.665Z
sensor.ivy_charge_cycles,2.54,2026-08-01T21:06:00.702Z
sensor.ivy_charge_cycles,2.55,2026-08-01T21:07:02.681Z
sensor.ivy_charge_cycles,2.56,2026-08-01T21:08:19.687Z
sensor.ivy_charge_cycles,2.57,2026-08-02T06:18:54.673Z
sensor.ivy_charge_cycles,2.58,2026-08-02T06:19:56.655Z
sensor.ivy_charge_cycles,2.59,2026-08-02T06:20:58.936Z
sensor.ivy_charge_cycles,2.6,2026-08-02T06:22:16.669Z
sensor.ivy_charge_cycles,2.61,2026-08-02T06:27:29.661Z
sensor.ivy_charge_cycles,2.62,2026-08-02T06:28:31.694Z
sensor.ivy_charge_cycles,2.63,2026-08-02T06:29:33.681Z
sensor.ivy_charge_cycles,2.64,2026-08-02T06:31:32.670Z
sensor.ivy_charge_cycles,2.65,2026-08-02T06:33:36.713Z
sensor.ivy_charge_cycles,2.66,2026-08-02T06:35:50.607Z
sensor.ivy_cleaning_area,unavailable,2026-07-31T07:00:00.000Z
sensor.ivy_cleaning_area,0.0,2026-08-01T02:44:30.857Z
sensor.ivy_cleaning_area,0.1,2026-08-01T03:12:00.397Z
sensor.ivy_cleaning_area,0.2,2026-08-01T03:12:16.689Z
sensor.ivy_cleaning_area,0.0,2026-08-01T03:15:00.317Z
sensor.ivy_cleaning_area,0.6,2026-08-01T03:15:40.803Z
sensor.ivy_cleaning_area,0.2,2026-08-01T03:16:49.255Z
sensor.ivy_cleaning_area,1.0,2026-08-01T03:17:04.378Z
sensor.ivy_cleaning_area,1.6,2026-08-01T03:17:20.149Z
sensor.ivy_cleaning_area,1.8,2026-08-01T03:17:24.615Z
sensor.ivy_cleaning_area,2.3,2026-08-01T03:17:39.393Z
sensor.ivy_cleaning_area,2.7,2026-08-01T03:17:55.320Z
sensor.ivy_cleaning_area,3.0,2026-08-01T03:18:10.380Z
sensor.ivy_cleaning_area,3.1,2026-08-01T03:18:30.100Z
sensor.ivy_cleaning_area,0.0,2026-08-01T20:36:43.853Z
sensor.ivy_cleaning_area,0.7,2026-08-01T20:36:58.809Z
sensor.ivy_cleaning_area,1.4,2026-08-01T20:37:14.816Z
sensor.ivy_cleaning_area,2.0,2026-08-01T20:37:29.824Z
sensor.ivy_cleaning_area,2.5,2026-08-01T20:37:45.781Z
sensor.ivy_cleaning_area,2.8,2026-08-01T20:38:00.821Z
sensor.ivy_cleaning_area,3.1,2026-08-01T20:38:16.850Z
sensor.ivy_cleaning_area,3.3,2026-08-01T20:38:31.831Z
sensor.ivy_cleaning_area,3.5,2026-08-01T20:38:47.796Z
sensor.ivy_cleaning_area,3.9,2026-08-01T20:39:02.840Z
sensor.ivy_cleaning_area,4.3,2026-08-01T20:39:18.768Z
sensor.ivy_cleaning_area,4.5,2026-08-01T20:39:33.824Z
sensor.ivy_cleaning_area,4.6,2026-08-01T20:39:49.733Z
sensor.ivy_cleaning_area,0.0,2026-08-01T20:45:40.627Z
sensor.ivy_cleaning_area,0.5,2026-08-01T20:50:08.680Z
sensor.ivy_cleaning_area,1.2,2026-08-01T20:50:24.460Z
sensor.ivy_cleaning_area,1.8,2026-08-01T20:50:39.684Z
sensor.ivy_cleaning_area,2.4,2026-08-01T20:50:55.477Z
sensor.ivy_cleaning_area,2.8,2026-08-01T20:51:10.668Z
sensor.ivy_cleaning_area,3.0,2026-08-01T20:51:26.472Z
sensor.ivy_cleaning_area,3.2,2026-08-01T20:51:41.673Z
sensor.ivy_cleaning_area,3.5,2026-08-01T20:51:57.578Z
sensor.ivy_cleaning_area,3.9,2026-08-01T20:52:12.661Z
sensor.ivy_cleaning_area,4.1,2026-08-01T20:52:28.620Z
sensor.ivy_cleaning_area,4.4,2026-08-01T20:52:43.663Z
sensor.ivy_cleaning_area,4.6,2026-08-01T20:52:59.618Z
sensor.ivy_cleaning_area,0.0,2026-08-01T21:03:10.869Z
sensor.ivy_cleaning_area,0.6,2026-08-01T21:03:41.776Z
sensor.ivy_cleaning_area,1.2,2026-08-01T21:03:56.676Z
sensor.ivy_cleaning_area,2.0,2026-08-01T21:04:12.621Z
sensor.ivy_cleaning_area,2.2,2026-08-01T21:04:27.672Z
sensor.ivy_cleaning_area,2.9,2026-08-01T21:04:43.795Z
sensor.ivy_cleaning_area,3.7,2026-08-01T21:04:58.662Z
sensor.ivy_cleaning_area,3.8,2026-08-01T21:05:14.458Z
sensor.ivy_cleaning_area,4.0,2026-08-01T21:05:29.669Z
sensor.ivy_cleaning_area,4.2,2026-08-01T21:06:00.700Z
sensor.ivy_cleaning_area,4.5,2026-08-01T21:06:16.630Z
sensor.ivy_cleaning_area,4.9,2026-08-01T21:06:31.667Z
sensor.ivy_cleaning_area,5.3,2026-08-01T21:06:47.555Z
sensor.ivy_cleaning_area,5.6,2026-08-01T21:07:02.678Z
sensor.ivy_cleaning_area,5.8,2026-08-01T21:07:18.504Z
sensor.ivy_cleaning_area,0.2,2026-08-02T06:18:08.845Z
sensor.ivy_cleaning_area,0.9,2026-08-02T06:18:23.662Z
sensor.ivy_cleaning_area,1.6,2026-08-02T06:18:39.767Z
sensor.ivy_cleaning_area,2.2,2026-08-02T06:18:54.669Z
sensor.ivy_cleaning_area,2.7,2026-08-02T06:19:10.473Z
sensor.ivy_cleaning_area,2.9,2026-08-02T06:19:25.647Z
sensor.ivy_cleaning_area,3.2,2026-08-02T06:19:41.695Z
sensor.ivy_cleaning_area,3.4,2026-08-02T06:19:56.654Z
sensor.ivy_cleaning_area,3.8,2026-08-02T06:20:12.649Z
sensor.ivy_cleaning_area,4.0,2026-08-02T06:20:27.648Z
sensor.ivy_cleaning_area,4.3,2026-08-02T06:20:43.553Z
sensor.ivy_cleaning_area,4.6,2026-08-02T06:20:58.934Z
sensor.ivy_cleaning_area,0.0,2026-08-02T06:26:12.532Z
sensor.ivy_cleaning_area,0.2,2026-08-02T06:26:43.696Z
sensor.ivy_cleaning_area,0.9,2026-08-02T06:26:58.653Z
sensor.ivy_cleaning_area,1.3,2026-08-02T06:27:14.661Z
sensor.ivy_cleaning_area,1.9,2026-08-02T06:27:29.658Z
sensor.ivy_cleaning_area,2.2,2026-08-02T06:27:45.477Z
sensor.ivy_cleaning_area,2.4,2026-08-02T06:28:00.679Z
